einkommen
1200
370
2375
212

1800
760
1125
950
1000
1200
355
1700
1600
218
700
750
1800
1800
750
760
1600
900
1300
400
1100
601
3000
450
300
750
400
500

688
400
320
813
1600
200
2000
1100

1200
800
1700
1500
1100
520
638

400
692
200
700
2500
1313
1500
0
1700
1100
3300
2000
1015
1660
600
2580
6000
1800
0
3000
1000
1800
3500

1000
750
1500
1170
1800
2900
400
1200
700
2875
2500
1300

680
350
397
1500
3100
1313
1750
600

1100
1300
800
1000
1000
625
359
2000
470
950
2000
400
600

938
2700
1150
1400
503
880
675
593
3500
570

1100
2875
750
1500
1100
2400
700
0
1000
1313
1040
800

10000
750
0
800
950
1700
400
5000
1700
1049
1000
2875
700
0
1900

1000
1063
3500
0
1600

200
400
1400

700
1674
400
500
400
2000
150
150
1800
400
900
400
2000
920
1100
368
700
750

1930

1900

512
200
900
500

1500
1000
850
4300
3000
1438
563
440
900

0
6500
375
1100
0
1200
2125
2125
950
900
300
1400
960
938
1100
0
2300
530
1500
0
630
1400
1000

1500
365
0
2750
1800
2400
2000

0
800
350
1150
1000
938


216
750
1000
2500
0

1100
1600
2300
349
1200
525
1800
2500
800
1300
1167
4000
1500

2000
1300
130
450
950
800
300
500
500
150
0
1000
1100
670
0
550
1100
1139
520
4600

938
2300
1450
0
350
2500
750
900
1438
320
700
0
0
1000
0
1875
1000
1090
3000
500
754
2400
870
1500
0
1500
2000
600
1120
1600
1300
2000
600
821
380
750
1000
400
3000
2875


1300


1300
1100
2000
1063
1000
450
578
1100

1400
3000
1000
800
450
800
1500
1500
800

1400

0
2500
800
1400
1100
650
1200
3000
1400
350
3000
2000
600
800
2000
2200
1500
2375
950
2500
400
0
0
1019
1875
1100


0

2500

1188
500
1800
3000
2100

550
0

750
600
1000
820
1000
1800
1063
2800
398
3000
1300
1140
2125
1500
1200
3500
750
1600
1000
1063
1200
500
688
2800
3000
2100
1400

280
3200
3000
0
951
424
3100

0

1109
350
3200
688
1000

850
400
1900
970
740
0
1313
0
2034
0
250
350
107
2500
5000
0
588
2200
850
4500
980
1000
3500
400
1157
359

1200
940
944
400
1200
1063
1200
300

1400
1700
386
3000
1438
400
5000
1700
1200
1500
1100
500
600
1600
1188

600
1050


2000
823


450
0
1130
1700
1650
250
2200
2700
1300
1700
800
360
0
400
2500

2000
0
2500
900
0
1400
1900
3500
750
210
1000
389
1800
1200
1200
4500
720
8750
540
998
1600

500
2100
1900
1400
1300
380
2200
1000
2000
8750

254
244

2100
0
5000
1063
950
1750
1800
1500
0
330
688
1000
488
1300
1500
1400
960
1200
839
250
400
3200
1150
1300
1500
9500
1499
2125
1450
680
6250
1800
1300
430


1500
0

600
0
1800
0
500
3500
0
640
0
2000
1700
1000

2000
1300
1050
1313

1900
1000
0
1000
970
1625
650
700

1300
2700

300
1500
938

1200


930
350
480
0
2500
360
2000
938
700
2400
900
2500
1063
600
1500
1300
400
1063
1600

1438
1188

1300
1450
2125
1500
500
700
1625
1700
2200
1100
1063

5000
300
2000
600
675
500
1600
1450
1000
3000
0
1875
1000
800
4300
2700
1000
1600
1400
813


1900
700
0
880
1400
1500
1500
2100
1875
1900
1313
1200
3500
1313
1500
0
700
0
600
813
2125
1875
600
1200
0
1800
800
1500

1500
400
1300
1100
318
800
2000
0
1500
938
0
1600
320
700
1600
0
2800

150
1600

1600
1500
0
800

0
1063
4500
1100
1050
1188
0
580
750
1200

1200
400
1400
2125


2000

0

813
6250
3600
3000
0
1600
0
1875
1100
3000
1500
1400
780

1188
1700
1800

2400
2300
2125
813
1400

1500
0
1200
10000
3000

1100
1000
360

1250
1500
3500
1500
500
0
0
0

987
1200
1300
1438
3500
300
550
1600
600

400
400
0
960

6000
938
0

1500
900
750

1250
900

580
1300
260
1050
0
500

700
2400
350

300

320
1313
1900

1000
800
620
1200

1500
1970
1400
800
1220
0
688
580
1300

1200
1100
970

1600
0
1400
1500
2125
700
1600
1000
1700
1500
600
1600
1400
6000
1200
1063
900
1800
700
1500
950

3500
2000
840
345
1800
2500
565
1000

1200
0
1850
1200
400
180
1500
3200
0

2000
300
3100

1750
1188
1000
683
0
800
6250
2000
1400
1020

1300
1700
1000
2200
1063
400
600
500
400
1400

938
1600
0

2875
0
1100
0
352
2800
1900
1200
1500
570
1200
1700
1750
900
2000
1000
850
3500
1050
359
2000
3700
400
680
1313

792
1129
287

0
1625
1625
400
1200
0
684
2000


450
2200
0
370

853
250

3200
1200
1400

400
1875
600
3400
1200
360
960
2950
3500
0
920
610
630
1300
200
1500
2200
750
2800
1100
1200
813
1200
600
1400

2200

1400
1400
1313
200
0
3300
700
1100
938
1200
8750
1900
720
3000
500
3000

2200
0
430
3000
0
0
1200
4500
350
1600
3000

980
1625
2125
500
1500
1000

3000
2750
1800
1200
1550
0
0


900
1300
1200

750
3000
1550
80
1350
2000
5000
0
813
673
1800
560
1313
1400
1100
1625
2125
0
600
1625
2200

3500
0
1438
2700
800
5000
0
1800
0

1500
1350
938
6250
1100
0
1200
1340
400
0
900
1300

750

1200
1500
970

1800

229
359
1400


800
2500
688
1063
22
510
0
400
2000
400
2800

0
0
379
900
1300
1900
0
900
1438

1850
400

450
1500
1200
450
660
500
1300
3500
500
1500

0
323
0
4500

950
850
600
1100

1600
250
1800

1500


1063
2000
2000
2200
3500
0
1150

688
1600
1200
1240
1875
1659
450
900
1600
2800
1250
1800
813
750

1300
938
3500
500
1300
4250
630
2100
0
1500
1700
2500
600
1370
813
1250

0
560
0
2375
875
900


1200
1200

1200
600
1600
1700
920

1000
970
400
2000
400
1400

630

2700
2300

800
600

2200
4000
1600
3000
1438
1200

2600

1600
1700
2500
1700
900
1700
0
938
2375

800
949
1800
688
150
1300
3000
1000
0
1438
1000
700
1050
720
1100
2200
1630
1200
400
850
3500
3200
1200
1100
2000
1700
1003
320
1500
375
900

65
870
1313
800
1400
1188
938
900
400
1300
1500
0
1700

1250
180
2875
350
900
1900

445
560
2000
1600
2680
0

800
900
300
1650
2125
450
1200
1000
500
0
2000
1200
2125
4000
440
0
0
1600
350
630
1200
1750

0

4500
1600
1850
380
0

0
1100
830
1000
410
1830
1595
800

2000
0
460
190
800

1100

1500
1200
4000
550
200
350
600
1500
2500

2625
1400
1800

600
2900
600
1400
1300

1500
688
1700
3000
700
1000
0

450
700
1700
2125
600
1300

450
165
1900
2000
0
1600
750
2200

960
1500
1066
650
2600
1200
2000
1313
2875
311

400
0
1600
2000
0
0
930
490
1200
1700
2400

900
640
4000
350
0
0
857
800
1300
1313

2900
6250
700
1188
1200
600
700
1700
600
2000
1350
1500

100
3500
850
800
900
3400
550
3400
3000
2500
453
0
2300
2200
700
1300
1300
1244
300
1200
1000
5000
1700
3000
1888
5000
380
1800
1625
1313
0
2620
1300
6000
1000
890

3500
1000

800
1200
650
1500
1400
1875
317
1438

0

534
0

130
348
0
400

1300
1000

5000
1800
1070
1100
2200


0
1350
1400
623
3000

650
2125
1400
2000
2000
700
1100
400
900
2800
1500
500
1000
1000
1500

1300
1800
1800
2000
4000

1000
214
500

90
850
1500
0
1300
4500
0
400
1800
625
1000
1800
2000
900
1800
0
1500
1200
2000
1070
0


2900
4000
850
603
1700
950
1350
5000
1600
750
783
1063
3500
500
938
2800
900
400

500
4300
1000
0
680
1438
700
4000
3200
1700
1063
2200
2000
1000
2000
300
1500
2700
1600
1300
300
1188
209
0
0
1900
2000

1100
350
600
780
650

1200
1000
2125
400
1438
0
0
1450
1438
2100
1350
2600
1300
1300
2800
1100
1750
800
840
813
1438
1600
2375
0
2000
700
1900
1015
2500
0
1000
0
