einkommen
1500
0
1100
860
900
0
610
1500
1000
2500

0
2000
1200
0

4000
3200
2217
900
1000
234
1100
1200
1313
950
650
800
550
1000
329
2500
2300
1900
1100

2500
1600
550
1000
1500
450
2200
800

0
0
0

500
1700
0
250
938
1063
2875
420
0
4800
2200
3500
1121

420
2375
531
550

6000
601
1400
1438
1500

700
1625
1700
400
1450

1625
1000
0
2000

2000
2200
2500
550
400
1400
1063
1000
345
550
1875
3000
900
0
650
200
1875
1625
1600
1063
459
800
990
3500
1100
1438
1990
1800
2800
0
2625
980
580
1500
1313
950
720
1800
1250
1000
1000

0
2700
0


1600
1500
1600
1600
1200
1600
974
1100
550
1100
600
2000
300
1875
3000
2375
2060
688
906
1700
400
2700
800
382

2500
1600

1188
0
690
685
900
1000
650
1400
1350
800

200
2000
1700
1100
880
1800
1400
1188
0
1500
1400
782
813
723
680
8750
800
1500
3000
250
2000
1200
800

2200
1250
280

0
800
0
1000
500
1500
2300
400
1100
1600
840
2750
200
1875
3100
2200
440
1188
3100
2400
2125
1800
1146
1500
688
1200
1450

1300
1800
0
1150
1400
1200

1800
1100
1799
0

600
4500
0
0
4500
650
1100
0
800
1313
1150
1188
322
1600
650
1000
1200
600
2400
1150
1500
1060

2125
300
800
813
1625
3000
400
2200
1200

4000
0
1450
3000
1500
1250
1200
345
2000
0
0
184
2000
2875
1100
3500
1500

192

2000
1400
500
650
30

600
700
1400
750
1800
0
1500
1188
910

850
2375
200
1100

1227
1600
1500
2200
650

1800
420
0
0
938
3500
0
813
1200
900

824
0
800
1500
1400
400
1438
1900
980

1200
543

4000
315
926
800
2200
1300
1600
2700
3000
1412
4200

1200
2000
1800
2800
600
600
330
950
700
2500
1063
0
1100
1950
2500

938
260
0
800
3500
2100
2000

1600
1500
316
1700
2000
4500
2600
1300


800
1600
1500
1000
200
1000
400
2600
563
800
1400
1250

1150
500
1200
1600
1200
1950
800
1500
520
700

1875

615
400

938
2000
0
600
1200
1625
900

1600
2600
1700
1000

1800
650
1900
2000
6250
500
2200
500

1000
290
750

1700
0
0
243
1600
563

0
690
980
400
800
1000
1850
800
1900
2400
1000
700
770
1000
1063
1600

750
1200
4500
1700
380
1500
600
1900
2300
4000
650
345
2200
2500
2000
0
1600
585
390
2000


900
900
700

2800
740
700
980
3400
0
1300
2500
1800

800
1000
1300
1260
0
2875
1100
1500
2125
300
1400

800
1800
1600
938
2000
315
813
800
800
2500
650
1400
400

813
1600
1100
3000
2200
2300
700

3200
1300
730

720

1400
1300
3000
4000
740
500
2000
2000
1438
1500
1110
500
700
520
0
1400
0
759

1063
750
2100
870
800
0
2125


1200
1200
920
1600
900
540
180

800
9000
1400
2100
900

900
1600
1074
0
4500
312
745
870
4000
1650
900
1750
640
900
1800
1250
1600
1110

2000
609
1600
355
1050
0
1313
200
600
688

1000
1300
1100
900
1200
1560
1000
500
490
2125
1188
1875
233
4500
2550
900
1188
600
2500
530

2000
400
1150

1188
1700
2200
2900
1000
2500



900
0
4500
830
938
1300
0
160
3500
400
1315
938
700
1850
1300
0
2300
1300
600
250
350
500
1100


600
3500
250

700

1000
400
1625
466
1000
2500
2125
300
4000
399
500
1250
1131
2000
350
2000
1000
2000
950
2000
2500
490
1300
500
3200
1500
0
1900
2875
1000
1250

688
1400
2300
400
6000
0

2875
1100
359
1600
1200
1500
3500
600

800
1313
1600
2000
2600
1600
0
900
1200
1700
400
2100

1188
900
3200

1000



600
2000
3200
5000

830
450
3500
1300
1400
938
2500
2125
946
1188
800
2500
2125
813
950

1000
0
1313
585
1900
2500
4000
1000
0
800
1350
1500
1200
800
1350
2375
1400
460
2200
940
1400
1625
1600
813
4500
1100
0
430
600
938
1200
1500
1500
2000
1300
346
0
1800
2150
1750

1200
1000
650
900
365
1480
1300
985
3000

1250
2000
400

1400
500
5000
0

813
1200
820
1000
0
0
352

750
0
0
800
1200
1300
1300
800
270
250
670
1000
1200
450
2300

140
330
400
660
1053
938
637


500
1500
1340
1700
2000
1500
1063
0
2200
3500
3000
584
1000
0
700
5000


1100
2500
1100

550
1300
1000
980
0
1500
550

3300
1200
5250
1875
400
0
1000

750
2500
0
890
120
2000
0
2125
0
2000
1040

1300
2000
940
1300
2400
520
651
1000
1250
1000
350
1300
900
2300
0

1000


800
746

350
1400
700
560

1875
770
220
2875

1500
1650
2875
3500
833
900
450
300
2500
1400
1500
4500
350

746
1400
1000
1100
1500
2100
0
1600
0
750

500
1400
1500
4000
300

2000

2000
1550

0
400
688

2500
1875
1400
0
1500
1000
1100
500
365
1900
3000
1681
750
700

345
2300
1200
2500
950
706
300
0
1250

350

563
2000
940
900
0
1200
319
400
600
1750
2400
9000
2800
400
0
1063
1000
440
638

1300
1188

300

1500
323
2000

1313
688
1500
1900
360
3500

600
2000
2600
1500
0
1300
1500
165
1400
1600
1450
2100
2100

400
800
0
840
1200
1600
2200
1300
1600
565

0
400


1900
1200

600

600

1200
810
320

1438
1200
700
1500
615
702
1063
899
3000
1313
2200
0

681
500
150
600
1000
0
1250
1020
1000
2625
1700
359
900
700
700

2000
8750
1300
800
850
0
1600
0
1200
3500
1300
0
1950
2125
1600
2000
1050
1900
1625
0
2000
0
680
450
2000
1063
1000
1700

712
1063
400
3950
500
2300
558
0
1300
813
1050
2000
629
